queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
        42,   1821197,         0,      1982,   1823179,    572672,     13.25,      0.59,     12.65
        43,   1823081,        26,        72,   1823179,     21248,      1.12,      0.63,      0.49
        44,   1823128,        48,         3,   1823179,       768,      0.63,      0.60,      0.03
        45,   1823086,         7,        86,   1823179,     25536,      1.28,      0.60,      0.68
        46,   1823129,        50,         0,   1823179,         0,      0.56,      0.55,      0.00
        47,   1822472,        24,       683,   1823179,    200832,      4.91,      0.56,      4.35
        48,   1823120,        48,        11,   1823179,      3456,      0.71,      0.60,      0.11
        49,   1823089,        37,        53,   1823179,     16000,      0.94,      0.57,      0.37
        50,   1821689,         0,      1490,   1823179,    428864,     10.15,      0.58,      9.57
        51,   1823125,        38,        16,   1823179,      4672,      0.70,      0.58,      0.12
        52,   1823114,        13,        52,   1823179,     15424,      1.02,      0.61,      0.41
